ENSG00000150991,Autophagy
ENSG00000131095,Autophagy
ENSG00000165637,Autophagy
ENSG00000196683,Autophagy
ENSG00000094631,Autophagy
ENSG00000168397,Autophagy
ENSG00000104833,Autophagy
ENSG00000170315,Autophagy
ENSG00000170315,Autophagy
ENSG00000170315,Autophagy
ENSG00000152348,Autophagy
ENSG00000165699,Autophagy
ENSG00000198382,Autophagy
ENSG00000188229,Autophagy
ENSG00000176014,Autophagy
ENSG00000026025,Autophagy
ENSG00000149311,Autophagy
ENSG00000026025,Autophagy
ENSG00000026025,Autophagy
ENSG00000149311,Autophagy
ENSG00000165280,Autophagy
ENSG00000188229,Autophagy
ENSG00000171109,Autophagy
ENSG00000160299,Autophagy
ENSG00000196998,Autophagy
ENSG00000131095,Autophagy
ENSG00000160299,Autophagy
ENSG00000141580,Autophagy
ENSG00000188186,Autophagy
ENSG00000183785,Autophagy
ENSG00000183785,Autophagy
ENSG00000109332,Autophagy
ENSG00000109332,Autophagy
ENSG00000110497,Autophagy
ENSG00000176014,Autophagy
ENSG00000080824,Autophagy
ENSG00000110497,Autophagy
ENSG00000080824,Autophagy
ENSG00000131508,Autophagy
ENSG00000126581,Autophagy
ENSG00000144635,Autophagy
ENSG00000156508,Autophagy
ENSG00000258947,Autophagy
ENSG00000165637,Autophagy
ENSG00000144635,Autophagy
ENSG00000165637,Autophagy
ENSG00000149357,Autophagy
ENSG00000165637,Autophagy
ENSG00000131508,Autophagy
ENSG00000160299,Autophagy
ENSG00000116954,Autophagy
ENSG00000026025,Autophagy
ENSG00000152086,Autophagy
ENSG00000101421,Autophagy
ENSG00000070540,Autophagy
ENSG00000101421,Autophagy
ENSG00000104833,Autophagy
ENSG00000143947,Autophagy
ENSG00000162409,Autophagy
ENSG00000162409,Autophagy
ENSG00000162409,Autophagy
ENSG00000111725,Autophagy
ENSG00000143947,Autophagy
ENSG00000152348,Autophagy
ENSG00000152348,Autophagy
ENSG00000170315,Autophagy
ENSG00000077380,Autophagy
ENSG00000139112,Autophagy
ENSG00000197548,Autophagy
ENSG00000141971,Autophagy
ENSG00000177169,Autophagy
ENSG00000137285,Autophagy
ENSG00000137285,Autophagy
ENSG00000152086,Autophagy
ENSG00000160299,Autophagy
ENSG00000170315,Autophagy
ENSG00000170315,Autophagy
ENSG00000181929,Autophagy
ENSG00000100330,Autophagy
ENSG00000214736,Autophagy
ENSG00000129538,Autophagy
ENSG00000127824,Autophagy
ENSG00000129538,Autophagy
ENSG00000160948,Autophagy
ENSG00000127824,Autophagy
ENSG00000101266,Autophagy
ENSG00000111725,Autophagy
ENSG00000258947,Autophagy
ENSG00000170315,Autophagy
ENSG00000183735,Autophagy
ENSG00000147872,Autophagy
ENSG00000147872,Autophagy
ENSG00000152348,Autophagy
ENSG00000160299,Autophagy
ENSG00000147872,Autophagy
ENSG00000147872,Autophagy
ENSG00000170315,Autophagy
ENSG00000170315,Autophagy
ENSG00000160299,Autophagy
ENSG00000147872,Autophagy
ENSG00000160299,Autophagy
ENSG00000094631,Autophagy
ENSG00000170315,Autophagy
ENSG00000069509,Autophagy
ENSG00000109270,Autophagy
ENSG00000032742,Autophagy
ENSG00000197548,Autophagy
ENSG00000069509,Autophagy
ENSG00000177889,Autophagy
ENSG00000032742,Autophagy
ENSG00000177889,Autophagy
ENSG00000032742,Autophagy
ENSG00000177889,Autophagy
ENSG00000177143,Autophagy
ENSG00000196455,Autophagy
ENSG00000197548,Autophagy
ENSG00000197548,Autophagy
ENSG00000032742,Autophagy
ENSG00000034713,Autophagy
ENSG00000197548,Autophagy
ENSG00000034713,Autophagy
ENSG00000197548,Autophagy
ENSG00000069509,Autophagy
ENSG00000137267,Autophagy
ENSG00000167965,Autophagy
ENSG00000177143,Autophagy
ENSG00000141564,Autophagy
ENSG00000177143,Autophagy
ENSG00000155876,Autophagy
ENSG00000183735,Autophagy
ENSG00000221983,Autophagy
ENSG00000141564,Autophagy
ENSG00000221983,Autophagy
ENSG00000123416,Autophagy
ENSG00000032742,Autophagy
ENSG00000123416,Autophagy
ENSG00000106617,Autophagy
ENSG00000106617,Autophagy
